"施設名称","所在地","施設名かな","カテゴリ","分類","TEL","FAX","URL","URL2","バリアフリー情報","詳細情報","備考","経度","緯度","分類"
"竹村たばこ店喫煙所","大阪市城東区成育５丁目８番22号","たけむらたばこてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：4.9平方メートル，供用時間：月曜日から日曜日（祝日含む）の8時から20時まで，喫煙所形態：屋内喫煙所","","135.545022579965","34.7122931120107","大阪市指定喫煙所"
"あべのキューズモール喫煙所（B1F）","大阪市阿倍野区阿倍野筋１丁目６番１号","あべのきゅーずもーるきつえんじょ（ちか１かい）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：7.4平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から21時まで，喫煙所形態：屋内喫煙所","","135.511208332126","34.6457950610849","大阪市指定喫煙所"
"あべのキューズモール喫煙所（1F）","大阪市阿倍野区阿倍野筋１丁目６番１号","あべのきゅーずもーるきつえんじょ（１かい）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：7.4平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から21時まで，喫煙所形態：屋内喫煙所","","135.511296861696","34.645812319296","大阪市指定喫煙所"
"あべのキューズモール喫煙所（2F）","大阪市阿倍野区阿倍野筋１丁目６番１号","あべのきゅーずもーるきつえんじょ（２かい）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：7.4平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から21時まで，喫煙所形態：屋内喫煙所","","135.511154188176","34.6457272313657","大阪市指定喫煙所"
"あべのキューズモール喫煙所（3F）","大阪市阿倍野区阿倍野筋１丁目６番１号","あべのきゅーずもーるきつえんじょ（３かい）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：7.4平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から21時まで，喫煙所形態：屋内喫煙所","","135.511290275478","34.645772851642","大阪市指定喫煙所"
"あべのキューズモール喫煙所（4F西）","大阪市阿倍野区阿倍野筋１丁目６番１号","あべのきゅーずもーるきつえんじょ（４かいにし）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：9.6平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から21時まで，喫煙所形態：屋内喫煙所","","135.511318339086","34.645637737829","大阪市指定喫煙所"
"あべのキューズモール喫煙所（4F東）","大阪市阿倍野区阿倍野筋１丁目６番１号","あべのきゅーずもーるきつえんじょ（４かいひがし）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：5.5平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から21時まで，喫煙所形態：屋内喫煙所","","135.51199197425","34.6446994867546","大阪市指定喫煙所"
"野堂ハイツ喫煙所","大阪市平野区背戸口３丁目６番９号","のどうはいつきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：15.4平方メートル，供用時間：月曜日から金曜日（祝日除く）の8時から18時まで，喫煙所形態：屋内喫煙所","","135.544591252843","34.6217356016321","大阪市指定喫煙所"
"スペースミヤコ京橋店喫煙所","大阪市都島区東野田町３丁目３番36号","すぺーすみやこきょうばしてんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：19.74平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.534818344272","34.6977672818352","大阪市指定喫煙所"
"あいおい公共喫煙所","大阪市住吉区山之内3丁目10番14号","あいおいこうきょうきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：4.33平方メートル，供用時間：月曜日から金曜日（祝日除く）の10時から18時まで，喫煙所形態：屋外閉鎖型喫煙所","","135.50137127374","34.5944722203928","大阪市指定喫煙所"
"なんば駅31号出入口喫煙所","大阪市浪速区難波中１丁目８番15号","なんばえき31ごうでいりぐちきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：3.6平方メートル，供用時間：月曜日から日曜日（祝日含む）の５時から０時まで，喫煙所形態：屋外開放型喫煙所","","135.498303059719","34.6651492562641","大阪市指定喫煙所"
"大阪ベイタワー公共喫煙所","大阪市港区弁天１丁目２番２号","おおさかべいたわーこうきょうきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：21.3平方メートル，供用時間：月曜日から日曜日（祝日含む）の11時から22時まで，喫煙所形態：屋内喫煙所","","135.460808767383","34.6700779345695","大阪市指定喫煙所"
"せんびる公共喫煙所（２号館Ｂ２）","大阪市中央区船場中央１丁目３番２－B201","せんびるこうきょうきつえんじょ（２ごうかんＢ２）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：26.74平方メートル，供用時間：月曜日から日曜日（祝日含む）の8時から22時まで，喫煙所形態：屋内喫煙所","","135.508145892959","34.6819276998016","大阪市指定喫煙所"
"せんびる公共喫煙所（10号館Ｂ１）","大阪市中央区船場中央４丁目１番10－B138","せんびるこうきょうきつえんじょ（10ごうかんＢ１）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：20.5平方メートル，供用時間：月曜日から日曜日（祝日含む）の8時から22時まで，喫煙所形態：屋内喫煙所","","135.500300994692","34.6818578287521","大阪市指定喫煙所"
"N６ SMOKING AREA","大阪市北区中津６丁目７番22号","えぬ６　すもーきんぐえりあ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：2.7平方メートル，供用時間：月曜日、火曜日、木曜日、金曜日、土曜日、日曜日（祝日含む）の9時から18時まで，喫煙所形態：屋内喫煙所","","135.487943775032","34.7081206430083","大阪市指定喫煙所"
"古林ビル喫煙所","大阪市北区東天満２丁目５番16号","ふるばやしびるきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：5平方メートル，供用時間：月曜日から土曜日（祝日除く）の８時から19時まで，喫煙所形態：屋内喫煙所","","135.5159747587","34.6977568682786","大阪市指定喫煙所"
"大一平野店屋外喫煙所","大阪市平野区加美東４丁目８番24号","だいいちひらのてんおくがいきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：7平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時30分まで，喫煙所形態：屋外閉鎖型喫煙所","","135.567659999412","34.6271674459152","大阪市指定喫煙所"
"クレープロリアン喫煙所","大阪市中央区北久宝寺町１丁目７番４号","くれーぷろりあんきつえんじょ","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：5平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時30分から19時まで，喫煙所形態：屋内喫煙所","","135.507499323571","34.6798602057324","大阪市指定喫煙所"
"シグマ矢田店喫煙所（西）","大阪市東住吉区照ヶ丘矢田３丁目１番８号","しぐまやたてんきつえんじょ（にし）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：1.9平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.533022296142","34.6052663716772","大阪市指定喫煙所"
"シグマ矢田店喫煙所（中央）","大阪市東住吉区照ヶ丘矢田３丁目１番８号","しぐまやたてんきつえんじょ（ちゅうおう）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：1.9平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.533131362752","34.605260027648","大阪市指定喫煙所"
"シグマ矢田店喫煙所（２F）","大阪市東住吉区照ヶ丘矢田３丁目１番８号","しぐまやたてんきつえんじょ（２かい）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：3.6平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時40分まで，喫煙所形態：屋内喫煙所","","135.533215395976","34.6053432891409","大阪市指定喫煙所"
"Ｐ－ＲＯＯＴｓ住之江店喫煙所（北東）","大阪市住之江区東加賀屋４丁目７番16号","ぴーるーつすみのえてんきつえんじょ（ほくとう）","環境・リサイクル","大阪市指定喫煙所","","","","","","面積：1.9平方メートル，供用時間：月曜日から日曜日（祝日含む）の10時から22時50分まで，喫煙所形態：屋内喫煙所","","135.48151278611","34.6146092837938","大阪市指定喫煙所"
